id,spec,grade,wear,temp,target_torque,speed,label,label_name,length
E0460,M24,8.8,0,-10,520.0,151.6,0,合格,162
E0461,M12,10.9,1,20,80.0,118.63,0,合格,79
E0462,M16,12.9,2,50,180.0,116.11,0,合格,111
E0463,M20,8.8,0,-10,320.0,179.08,0,合格,101
E0464,M24,10.9,1,20,520.0,160.61,0,合格,139
E0465,M12,12.9,2,50,80.0,190.12,0,合格,48
E0466,M16,8.8,0,-10,180.0,161.85,0,合格,89
E0467,M20,10.9,1,20,320.0,176.27,0,合格,99
E0468,M24,12.9,2,50,520.0,151.76,0,合格,134
E0469,M12,8.8,0,-10,80.0,156.55,0,合格,61
E0470,M16,10.9,1,20,180.0,151.51,0,合格,83
E0471,M20,12.9,2,50,320.0,181.05,0,合格,85
E0472,M24,8.8,0,-10,520.0,140.57,0,合格,163
E0473,M12,10.9,1,20,80.0,128.0,0,合格,73
E0474,M16,12.9,2,50,180.0,173.88,0,合格,74
E0475,M20,8.8,0,-10,320.0,192.92,0,合格,92
E0476,M24,10.9,1,20,520.0,131.59,0,合格,162
E0477,M12,12.9,2,50,80.0,173.52,0,合格,53
E0478,M16,8.8,0,-10,180.0,154.7,0,合格,92
E0479,M20,10.9,1,20,320.0,136.84,0,合格,130
E0480,M24,12.9,2,50,520.0,112.74,0,合格,169
E0481,M12,8.8,0,-10,80.0,182.85,0,合格,56
E0482,M16,10.9,1,20,180.0,129.02,0,合格,103
E0483,M20,12.9,2,50,320.0,121.55,0,合格,128
E0484,M24,8.8,0,-10,520.0,133.44,0,合格,180
E0485,M12,10.9,1,20,80.0,180.69,0,合格,52
E0486,M16,12.9,2,50,180.0,141.68,0,合格,88
E0487,M20,8.8,0,-10,320.0,148.97,0,合格,126
E0488,M24,10.9,1,20,520.0,183.21,0,合格,117
E0489,M12,12.9,2,50,80.0,121.92,0,合格,73
E0490,M16,8.8,0,-10,180.0,181.11,0,合格,80
E0491,M20,10.9,1,20,320.0,168.03,0,合格,98
E0492,M24,12.9,2,50,520.0,114.5,0,合格,165
E0493,M12,8.8,0,-10,80.0,110.37,0,合格,94
E0494,M16,10.9,1,20,180.0,153.73,0,合格,91
E0495,M20,12.9,2,50,320.0,122.91,0,合格,128
E0496,M24,8.8,0,-10,520.0,162.19,0,合格,143
E0497,M12,10.9,1,20,80.0,139.64,0,合格,70
E0498,M16,12.9,2,50,180.0,168.03,0,合格,77
E0499,M20,8.8,0,-10,320.0,168.41,0,合格,106
E0500,M24,10.9,1,20,520.0,119.89,0,合格,168
E0501,M12,12.9,2,50,80.0,182.47,0,合格,49
E0502,M16,8.8,0,-10,180.0,180.63,0,合格,77
E0503,M20,10.9,1,20,320.0,153.5,0,合格,109
E0504,M24,12.9,2,50,520.0,126.44,0,合格,158
E0505,M12,8.8,0,-10,80.0,141.16,0,合格,72
E0506,M16,10.9,1,20,180.0,171.53,0,合格,81
E0507,M20,12.9,2,50,320.0,156.21,0,合格,99
E0508,M24,8.8,0,-10,520.0,166.55,0,合格,139
E0509,M12,10.9,1,20,80.0,185.72,0,合格,49
E0510,M16,12.9,2,50,180.0,156.85,0,合格,83
E0511,M20,8.8,0,-10,320.0,148.32,0,合格,119
E0512,M24,10.9,1,20,520.0,195.0,0,合格,113
E0513,M12,12.9,2,50,80.0,129.99,0,合格,66
E0514,M16,8.8,0,-10,180.0,168.23,0,合格,84
E0515,M20,10.9,1,20,320.0,182.58,0,合格,90
E0516,M24,12.9,2,50,520.0,124.54,0,合格,153
E0517,M12,8.8,0,-10,80.0,124.6,0,合格,82
E0518,M16,10.9,1,20,180.0,187.55,0,合格,74
E0519,M20,12.9,2,50,320.0,121.26,0,合格,129
E0520,M24,8.8,0,-10,520.0,166.1,0,合格,143
E0521,M12,10.9,1,20,80.0,146.25,0,合格,63
E0522,M16,12.9,2,50,180.0,137.51,0,合格,91
E0523,M20,8.8,0,-10,320.0,163.83,0,合格,112
E0524,M24,10.9,1,20,520.0,148.74,0,合格,139
E0525,M12,12.9,2,50,80.0,114.87,0,合格,82
E0526,M16,8.8,0,-10,180.0,178.82,0,合格,81
E0527,M20,10.9,1,20,320.0,136.0,0,合格,123
E0528,M24,12.9,2,50,520.0,133.59,0,合格,147
E0529,M12,8.8,0,-10,80.0,118.7,0,合格,89
E0530,M16,10.9,1,20,180.0,131.86,0,合格,102
E0531,M20,12.9,2,50,320.0,192.91,0,合格,84
E0532,M24,8.8,0,-10,520.0,152.76,0,合格,147
E0533,M12,10.9,1,20,80.0,118.63,0,合格,76
E0534,M16,12.9,2,50,180.0,160.37,0,合格,79
E0535,M20,8.8,0,-10,320.0,112.98,0,合格,161
E0536,M24,10.9,1,20,520.0,148.14,0,合格,142
E0537,M12,12.9,2,50,80.0,135.3,0,合格,66
E0538,M16,8.8,0,-10,180.0,156.18,0,合格,90
E0539,M20,10.9,1,20,320.0,143.17,0,合格,116
E0540,M24,12.9,2,50,520.0,142.35,0,合格,138
E0541,M12,8.8,0,-10,80.0,171.4,0,合格,57
E0542,M16,10.9,1,20,180.0,156.76,0,合格,89
E0543,M20,12.9,2,50,320.0,111.61,0,合格,139
E0544,M24,8.8,0,-10,520.0,188.23,0,合格,125
E0545,M12,10.9,1,20,80.0,135.96,0,合格,70
E0546,M16,12.9,2,50,180.0,155.4,0,合格,82
E0547,M20,8.8,0,-10,320.0,187.29,0,合格,93
E0548,M24,10.9,1,20,520.0,157.33,0,合格,141
E0549,M12,12.9,2,50,80.0,190.55,0,合格,48
E0550,M16,8.8,0,-10,180.0,114.45,0,合格,121
E0551,M20,10.9,1,20,320.0,123.53,0,合格,135
E0552,M24,12.9,2,50,520.0,113.05,0,合格,175
E0553,M12,8.8,0,-10,80.0,126.47,0,合格,78
E0554,M16,10.9,1,20,180.0,154.82,0,合格,87
E0555,M20,12.9,2,50,320.0,109.98,0,合格,147
E0556,M24,8.8,0,-10,520.0,132.34,0,合格,168
E0557,M12,10.9,1,20,80.0,147.06,0,合格,61
E0558,M16,12.9,2,50,180.0,126.22,0,合格,100
E0559,M20,8.8,0,-10,320.0,130.86,0,合格,138
E0560,M24,10.9,1,20,520.0,143.02,0,合格,143
E0561,M12,12.9,2,50,80.0,141.32,0,合格,62
E0562,M16,8.8,0,-10,180.0,125.35,0,合格,114
E0563,M20,10.9,1,20,320.0,164.88,0,合格,103
E0564,M24,12.9,2,50,520.0,119.52,0,合格,163
E0565,M12,8.8,0,-10,80.0,128.59,0,合格,79
E0566,M16,10.9,1,20,180.0,139.76,0,合格,91
E0567,M20,12.9,2,50,320.0,168.56,0,合格,91
E0568,M24,8.8,0,-10,520.0,182.08,0,合格,130
E0569,M12,10.9,1,20,80.0,146.27,0,合格,68
E0570,M16,12.9,2,50,180.0,123.32,0,合格,100
E0571,M20,8.8,0,-10,320.0,174.12,0,合格,108
E0572,M24,10.9,1,20,520.0,176.96,0,合格,122
E0573,M12,12.9,2,50,80.0,174.15,0,合格,53
E0574,M16,8.8,0,-10,180.0,148.02,0,合格,100
E0575,M20,10.9,1,20,320.0,131.6,0,合格,136
E0576,M24,12.9,2,50,520.0,161.87,0,合格,118
E0577,M12,8.8,0,-10,80.0,113.9,0,合格,88
E0578,M16,10.9,1,20,180.0,180.21,0,合格,72
E0579,M20,12.9,2,50,320.0,147.13,0,合格,107
E0580,M24,8.8,0,-10,520.0,182.71,0,合格,127
E0581,M12,10.9,1,20,80.0,178.5,0,合格,53
E0582,M16,12.9,2,50,180.0,151.46,0,合格,81
E0583,M20,8.8,0,-10,320.0,110.91,0,合格,162
E0584,M24,10.9,1,20,520.0,136.84,0,合格,159
E0585,M12,12.9,2,50,80.0,149.66,0,合格,55
E0586,M16,8.8,0,-10,180.0,156.4,0,合格,88
E0587,M20,10.9,1,20,320.0,123.61,0,合格,133
E0588,M24,12.9,2,50,520.0,143.18,0,合格,143
E0589,M12,8.8,0,-10,80.0,130.39,0,合格,78
E0590,M16,10.9,1,20,180.0,140.9,0,合格,93
E0591,M20,12.9,2,50,320.0,159.26,0,合格,98
E0592,M24,8.8,0,-10,520.0,176.78,0,合格,132
E0593,M12,10.9,1,20,80.0,152.43,0,合格,58
E0594,M16,12.9,2,50,180.0,152.35,0,合格,82
E0595,M20,8.8,0,-10,320.0,137.78,0,合格,141
E0596,M24,10.9,1,20,520.0,144.01,0,合格,141
E0597,M12,12.9,2,50,80.0,188.0,0,合格,45
E0598,M16,8.8,0,-10,180.0,163.82,0,合格,86
E0599,M20,10.9,1,20,320.0,116.13,0,合格,140
E0600,M24,12.9,2,50,520.0,128.29,0,合格,148
E0601,M12,8.8,0,-10,80.0,108.97,1,欠拧,69
E0602,M16,10.9,1,20,180.0,174.63,1,欠拧,62
E0603,M20,12.9,2,50,320.0,133.92,1,欠拧,89
E0604,M24,8.8,0,-10,520.0,172.39,1,欠拧,103
E0605,M12,10.9,1,20,80.0,130.95,1,欠拧,51
E0606,M16,12.9,2,50,180.0,183.52,1,欠拧,52
E0607,M20,8.8,0,-10,320.0,181.17,1,欠拧,71
E0608,M24,10.9,1,20,520.0,164.52,1,欠拧,84
E0609,M12,12.9,2,50,80.0,113.02,1,欠拧,55
E0610,M16,8.8,0,-10,180.0,135.86,1,欠拧,74
E0611,M20,10.9,1,20,320.0,132.07,1,欠拧,94
E0612,M24,12.9,2,50,520.0,127.24,1,欠拧,107
E0613,M12,8.8,0,-10,80.0,181.64,1,欠拧,42
E0614,M16,10.9,1,20,180.0,157.1,1,欠拧,71
E0615,M20,12.9,2,50,320.0,129.99,1,欠拧,102
E0616,M24,8.8,0,-10,520.0,173.03,1,欠拧,105
E0617,M12,10.9,1,20,80.0,148.2,1,欠拧,42
E0618,M16,12.9,2,50,180.0,157.73,1,欠拧,54
E0619,M20,8.8,0,-10,320.0,172.42,1,欠拧,84
E0620,M24,10.9,1,20,520.0,123.34,1,欠拧,135
E0621,M12,12.9,2,50,80.0,110.07,1,欠拧,60
E0622,M16,8.8,0,-10,180.0,117.62,1,欠拧,84
E0623,M20,10.9,1,20,320.0,137.28,1,欠拧,93
E0624,M24,12.9,2,50,520.0,132.37,1,欠拧,104
E0625,M12,8.8,0,-10,80.0,115.76,1,欠拧,61
E0626,M16,10.9,1,20,180.0,183.3,1,欠拧,54
E0627,M20,12.9,2,50,320.0,159.33,1,欠拧,78
E0628,M24,8.8,0,-10,520.0,196.06,1,欠拧,83
E0629,M12,10.9,1,20,80.0,177.3,1,欠拧,38
E0630,M16,12.9,2,50,180.0,141.8,1,欠拧,68
E0631,M20,8.8,0,-10,320.0,115.05,1,欠拧,111
E0632,M24,10.9,1,20,520.0,174.87,1,欠拧,87
E0633,M12,12.9,2,50,80.0,160.53,1,欠拧,44
E0634,M16,8.8,0,-10,180.0,155.33,1,欠拧,70
E0635,M20,10.9,1,20,320.0,174.37,1,欠拧,70
E0636,M24,12.9,2,50,520.0,154.01,1,欠拧,105
E0637,M12,8.8,0,-10,80.0,184.94,1,欠拧,37
E0638,M16,10.9,1,20,180.0,120.07,1,欠拧,75
E0639,M20,12.9,2,50,320.0,161.74,1,欠拧,74
E0640,M24,8.8,0,-10,520.0,135.95,1,欠拧,124
E0641,M12,10.9,1,20,80.0,164.58,1,欠拧,42
E0642,M16,12.9,2,50,180.0,165.83,1,欠拧,60
E0643,M20,8.8,0,-10,320.0,151.3,1,欠拧,102
E0644,M24,10.9,1,20,520.0,167.97,1,欠拧,90
E0645,M12,12.9,2,50,80.0,162.49,1,欠拧,42
E0646,M16,8.8,0,-10,180.0,106.01,1,欠拧,102
E0647,M20,10.9,1,20,320.0,190.28,1,欠拧,72
E0648,M24,12.9,2,50,520.0,178.84,1,欠拧,90
E0649,M12,8.8,0,-10,80.0,120.59,1,欠拧,59
E0650,M16,10.9,1,20,180.0,118.07,1,欠拧,83
E0651,M20,12.9,2,50,320.0,168.69,1,欠拧,77
E0652,M24,8.8,0,-10,520.0,176.61,1,欠拧,99
E0653,M12,10.9,1,20,80.0,118.61,1,欠拧,65
E0654,M16,12.9,2,50,180.0,129.63,1,欠拧,73
E0655,M20,8.8,0,-10,320.0,134.02,1,欠拧,96
E0656,M24,10.9,1,20,520.0,183.15,1,欠拧,93
E0657,M12,12.9,2,50,80.0,189.59,1,欠拧,38
E0658,M16,8.8,0,-10,180.0,123.38,1,欠拧,84
E0659,M20,10.9,1,20,320.0,167.67,1,欠拧,77
E0660,M24,12.9,2,50,520.0,170.99,1,欠拧,85
E0661,M12,8.8,0,-10,80.0,111.87,1,欠拧,65
E0662,M16,10.9,1,20,180.0,184.47,1,欠拧,56
E0663,M20,12.9,2,50,320.0,160.3,1,欠拧,79
E0664,M24,8.8,0,-10,520.0,137.34,1,欠拧,117
E0665,M12,10.9,1,20,80.0,164.01,1,欠拧,40
E0666,M16,12.9,2,50,180.0,191.37,1,欠拧,50
E0667,M20,8.8,0,-10,320.0,155.4,1,欠拧,82
E0668,M24,10.9,1,20,520.0,168.26,1,欠拧,95
E0669,M12,12.9,2,50,80.0,142.94,1,欠拧,43
E0670,M16,8.8,0,-10,180.0,124.75,1,欠拧,86
E0671,M20,10.9,1,20,320.0,194.26,1,欠拧,64
E0672,M24,12.9,2,50,520.0,158.56,1,欠拧,89
E0673,M12,8.8,0,-10,80.0,166.55,1,欠拧,46
E0674,M16,10.9,1,20,180.0,166.24,1,欠拧,64
E0675,M20,12.9,2,50,320.0,181.26,1,欠拧,69
E0676,M24,8.8,0,-10,520.0,178.56,1,欠拧,92
E0677,M12,10.9,1,20,80.0,163.78,1,欠拧,40
E0678,M16,12.9,2,50,180.0,129.28,1,欠拧,70
E0679,M20,8.8,0,-10,320.0,117.8,1,欠拧,102
E0680,M24,10.9,1,20,520.0,140.53,1,欠拧,125
E0681,M12,12.9,2,50,80.0,114.81,1,欠拧,55
E0682,M16,8.8,0,-10,180.0,143.64,1,欠拧,78
E0683,M20,10.9,1,20,320.0,191.97,1,欠拧,64
E0684,M24,12.9,2,50,520.0,147.78,1,欠拧,106
E0685,M12,8.8,0,-10,80.0,114.03,1,欠拧,70
E0686,M16,10.9,1,20,180.0,167.92,1,欠拧,64
E0687,M20,12.9,2,50,320.0,156.65,1,欠拧,77
E0688,M24,8.8,0,-10,520.0,168.59,1,欠拧,99
E0689,M12,10.9,1,20,80.0,132.24,1,欠拧,54
E0690,M16,12.9,2,50,180.0,114.8,1,欠拧,84
E0691,M20,8.8,0,-10,320.0,174.28,1,欠拧,73
E0692,M24,10.9,1,20,520.0,177.65,1,欠拧,96
E0693,M12,12.9,2,50,80.0,147.98,1,欠拧,44
E0694,M16,8.8,0,-10,180.0,153.7,1,欠拧,69
E0695,M20,10.9,1,20,320.0,140.97,1,欠拧,86
E0696,M24,12.9,2,50,520.0,172.23,1,欠拧,87
E0697,M12,8.8,0,-10,80.0,133.96,1,欠拧,59
E0698,M16,10.9,1,20,180.0,115.9,1,欠拧,91
E0699,M20,12.9,2,50,320.0,178.6,1,欠拧,65
E0700,M24,8.8,0,-10,520.0,120.77,1,欠拧,148
E0701,M12,10.9,1,20,80.0,117.6,1,欠拧,66
E0702,M16,12.9,2,50,180.0,152.68,1,欠拧,63
E0703,M20,8.8,0,-10,320.0,122.78,1,欠拧,109
E0704,M24,10.9,1,20,520.0,175.31,1,欠拧,80
E0705,M12,12.9,2,50,80.0,156.59,1,欠拧,47
E0706,M16,8.8,0,-10,180.0,125.03,1,欠拧,84
E0707,M20,10.9,1,20,320.0,185.74,1,欠拧,74
E0708,M24,12.9,2,50,520.0,113.39,1,欠拧,131
E0709,M12,8.8,0,-10,80.0,178.02,1,欠拧,42
E0710,M16,10.9,1,20,180.0,175.96,1,欠拧,53
E0711,M20,12.9,2,50,320.0,139.72,1,欠拧,86
E0712,M24,8.8,0,-10,520.0,118.2,1,欠拧,150
E0713,M12,10.9,1,20,80.0,112.05,1,欠拧,61
E0714,M16,12.9,2,50,180.0,179.81,1,欠拧,51
E0715,M20,8.8,0,-10,320.0,164.81,1,欠拧,89
E0716,M24,10.9,1,20,520.0,158.37,1,欠拧,109
E0717,M12,12.9,2,50,80.0,143.13,1,欠拧,47
E0718,M16,8.8,0,-10,180.0,174.16,1,欠拧,57
E0719,M20,10.9,1,20,320.0,141.58,1,欠拧,89
E0720,M24,12.9,2,50,520.0,128.38,1,欠拧,125
E0721,M12,8.8,0,-10,80.0,136.66,1,欠拧,61
E0722,M16,10.9,1,20,180.0,166.51,1,欠拧,63
E0723,M20,12.9,2,50,320.0,172.97,1,欠拧,71
E0724,M24,8.8,0,-10,520.0,175.29,1,欠拧,90
E0725,M12,10.9,1,20,80.0,163.31,1,欠拧,43
E0726,M16,12.9,2,50,180.0,162.39,1,欠拧,58
E0727,M20,8.8,0,-10,320.0,144.05,1,欠拧,88
E0728,M24,10.9,1,20,520.0,126.2,1,欠拧,127
E0729,M12,12.9,2,50,80.0,135.98,1,欠拧,49
E0730,M16,8.8,0,-10,180.0,129.18,1,欠拧,85
E0731,M20,10.9,1,20,320.0,138.97,1,欠拧,92
E0732,M24,12.9,2,50,520.0,117.07,1,欠拧,135
E0733,M12,8.8,0,-10,80.0,159.15,1,欠拧,43
E0734,M16,10.9,1,20,180.0,146.94,1,欠拧,63
E0735,M20,12.9,2,50,320.0,162.23,1,欠拧,67
E0736,M24,8.8,0,-10,520.0,180.27,1,欠拧,95
E0737,M12,10.9,1,20,80.0,140.31,1,欠拧,50
E0738,M16,12.9,2,50,180.0,115.12,1,欠拧,81
E0739,M20,8.8,0,-10,320.0,127.47,1,欠拧,102
E0740,M24,10.9,1,20,520.0,138.72,1,欠拧,110
E0741,M12,12.9,2,50,80.0,164.93,1,欠拧,42
E0742,M16,8.8,0,-10,180.0,173.61,1,欠拧,59
E0743,M20,10.9,1,20,320.0,176.47,1,欠拧,69
E0744,M24,12.9,2,50,520.0,155.96,1,欠拧,100
E0745,M12,8.8,0,-10,80.0,150.82,1,欠拧,47
E0746,M16,10.9,1,20,180.0,174.14,1,欠拧,56
E0747,M20,12.9,2,50,320.0,181.87,1,欠拧,66
E0748,M24,8.8,0,-10,520.0,188.72,1,欠拧,98
E0749,M12,10.9,1,20,80.0,121.12,1,欠拧,57
E0750,M16,12.9,2,50,180.0,193.25,1,欠拧,47
E0751,M20,8.8,0,-10,320.0,169.03,1,欠拧,79
E0752,M24,10.9,1,20,520.0,167.18,1,欠拧,96
E0753,M12,12.9,2,50,80.0,143.58,1,欠拧,49
E0754,M16,8.8,0,-10,180.0,172.49,1,欠拧,64
E0755,M20,10.9,1,20,320.0,184.53,1,欠拧,75
E0756,M24,12.9,2,50,520.0,136.21,1,欠拧,116
E0757,M12,8.8,0,-10,80.0,114.83,1,欠拧,68
E0758,M16,10.9,1,20,180.0,177.67,1,欠拧,59
E0759,M20,12.9,2,50,320.0,126.22,1,欠拧,98
E0760,M24,8.8,0,-10,520.0,119.72,1,欠拧,132
E0761,M12,10.9,1,20,80.0,122.89,1,欠拧,57
E0762,M16,12.9,2,50,180.0,145.55,1,欠拧,71
E0763,M20,8.8,0,-10,320.0,134.04,1,欠拧,104
E0764,M24,10.9,1,20,520.0,145.88,1,欠拧,107
E0765,M12,12.9,2,50,80.0,134.79,1,欠拧,47
E0766,M16,8.8,0,-10,180.0,134.36,1,欠拧,71
E0767,M20,10.9,1,20,320.0,113.03,1,欠拧,116
E0768,M24,12.9,2,50,520.0,178.59,1,欠拧,88
E0769,M12,8.8,0,-10,80.0,181.48,1,欠拧,43
E0770,M16,10.9,1,20,180.0,125.74,1,欠拧,78
E0771,M20,12.9,2,50,320.0,110.96,1,欠拧,107
E0772,M24,8.8,0,-10,520.0,134.81,1,欠拧,139
E0773,M12,10.9,1,20,80.0,117.52,1,欠拧,60
E0774,M16,12.9,2,50,180.0,179.74,1,欠拧,48
E0775,M20,8.8,0,-10,320.0,132.12,1,欠拧,99
E0776,M24,10.9,1,20,520.0,184.13,1,欠拧,77
E0777,M12,12.9,2,50,80.0,170.14,1,欠拧,38
E0778,M16,8.8,0,-10,180.0,178.72,1,欠拧,59
E0779,M20,10.9,1,20,320.0,129.41,1,欠拧,103
E0780,M24,12.9,2,50,520.0,154.69,1,欠拧,108
E0781,M12,8.8,0,-10,80.0,129.27,1,欠拧,62
E0782,M16,10.9,1,20,180.0,157.25,1,欠拧,63
E0783,M20,12.9,2,50,320.0,163.92,1,欠拧,80
E0784,M24,8.8,0,-10,520.0,164.3,1,欠拧,104
E0785,M12,10.9,1,20,80.0,191.44,1,欠拧,35
E0786,M16,12.9,2,50,180.0,127.08,1,欠拧,78
E0787,M20,8.8,0,-10,320.0,169.65,1,欠拧,82
E0788,M24,10.9,1,20,520.0,176.52,1,欠拧,85
E0789,M12,12.9,2,50,80.0,171.55,1,欠拧,37
E0790,M16,8.8,0,-10,180.0,127.02,1,欠拧,75
E0791,M20,10.9,1,20,320.0,161.59,1,欠拧,82
E0792,M24,12.9,2,50,520.0,134.32,1,欠拧,106
E0793,M12,8.8,0,-10,80.0,130.94,1,欠拧,55
E0794,M16,10.9,1,20,180.0,133.66,1,欠拧,72
E0795,M20,12.9,2,50,320.0,160.45,1,欠拧,67
E0796,M24,8.8,0,-10,520.0,178.63,1,欠拧,96
E0797,M12,10.9,1,20,80.0,186.14,1,欠拧,37
E0798,M16,12.9,2,50,180.0,137.55,1,欠拧,72
E0799,M20,8.8,0,-10,320.0,187.68,1,欠拧,68
E0800,M24,10.9,1,20,520.0,126.08,1,欠拧,122
E0801,M12,12.9,2,50,80.0,124.47,1,欠拧,54
E0802,M16,8.8,0,-10,180.0,146.05,1,欠拧,74
E0803,M20,10.9,1,20,320.0,150.97,1,欠拧,74
E0804,M24,12.9,2,50,520.0,180.06,1,欠拧,74
E0805,M12,8.8,0,-10,80.0,125.42,1,欠拧,65
E0806,M16,10.9,1,20,180.0,189.59,1,欠拧,47
E0807,M20,12.9,2,50,320.0,186.18,1,欠拧,66
E0808,M24,8.8,0,-10,520.0,157.19,1,欠拧,114
E0809,M12,10.9,1,20,80.0,120.64,1,欠拧,53
E0810,M16,12.9,2,50,180.0,120.42,1,欠拧,78
E0811,M20,8.8,0,-10,320.0,126.25,1,欠拧,111
E0812,M24,10.9,1,20,520.0,173.09,1,欠拧,82
E0813,M12,12.9,2,50,80.0,185.05,1,欠拧,36
E0814,M16,8.8,0,-10,180.0,152.81,1,欠拧,73
E0815,M20,10.9,1,20,320.0,189.93,1,欠拧,64
E0816,M24,12.9,2,50,520.0,171.74,1,欠拧,91
E0817,M12,8.8,0,-10,80.0,163.33,1,欠拧,42
E0818,M16,10.9,1,20,180.0,140.67,1,欠拧,76
E0819,M20,12.9,2,50,320.0,121.97,1,欠拧,89
E0820,M24,8.8,0,-10,520.0,181.9,1,欠拧,98
E0821,M12,10.9,1,20,80.0,130.65,1,欠拧,54
E0822,M16,12.9,2,50,180.0,159.83,1,欠拧,57
E0823,M20,8.8,0,-10,320.0,180.46,1,欠拧,81
E0824,M24,10.9,1,20,520.0,113.75,1,欠拧,150
E0825,M12,12.9,2,50,80.0,172.75,1,欠拧,40
E0826,M16,8.8,0,-10,180.0,190.32,1,欠拧,62
E0827,M20,10.9,1,20,320.0,139.48,1,欠拧,82
E0828,M24,12.9,2,50,520.0,122.56,1,欠拧,109
E0829,M12,8.8,0,-10,80.0,188.02,1,欠拧,41
E0830,M16,10.9,1,20,180.0,177.31,1,欠拧,49
E0831,M20,12.9,2,50,320.0,117.05,1,欠拧,109
E0832,M24,8.8,0,-10,520.0,169.86,1,欠拧,102
E0833,M12,10.9,1,20,80.0,173.97,1,欠拧,41
E0834,M16,12.9,2,50,180.0,126.62,1,欠拧,71
E0835,M20,8.8,0,-10,320.0,127.36,1,欠拧,99
E0836,M24,10.9,1,20,520.0,181.11,1,欠拧,88
E0837,M12,12.9,2,50,80.0,112.17,1,欠拧,58
E0838,M16,8.8,0,-10,180.0,150.65,1,欠拧,69
E0839,M20,10.9,1,20,320.0,154.32,1,欠拧,85
E0840,M24,12.9,2,50,520.0,162.34,1,欠拧,101
E0841,M12,8.8,0,-10,80.0,171.66,1,欠拧,47
E0842,M16,10.9,1,20,180.0,136.68,1,欠拧,70
E0843,M20,12.9,2,50,320.0,179.12,1,欠拧,68
E0844,M24,8.8,0,-10,520.0,160.92,1,欠拧,98
E0845,M12,10.9,1,20,80.0,187.64,1,欠拧,37
E0846,M16,12.9,2,50,180.0,168.46,1,欠拧,60
E0847,M20,8.8,0,-10,320.0,167.2,1,欠拧,77
E0848,M24,10.9,1,20,520.0,135.65,1,欠拧,108
E0849,M12,12.9,2,50,80.0,157.64,1,欠拧,43
E0850,M16,8.8,0,-10,180.0,183.83,1,欠拧,57
E0851,M20,10.9,1,20,320.0,174.34,1,欠拧,67
E0852,M24,12.9,2,50,520.0,122.48,1,欠拧,129
E0853,M12,8.8,0,-10,80.0,127.03,1,欠拧,60
E0854,M16,10.9,1,20,180.0,151.49,1,欠拧,61
E0855,M20,12.9,2,50,320.0,144.76,1,欠拧,87
E0856,M24,8.8,0,-10,520.0,155.53,1,欠拧,112
E0857,M12,10.9,1,20,80.0,185.42,1,欠拧,38
E0858,M16,12.9,2,50,180.0,117.61,1,欠拧,78
E0859,M20,8.8,0,-10,320.0,150.07,1,欠拧,94
E0860,M24,10.9,1,20,520.0,157.01,1,欠拧,98
E0861,M12,12.9,2,50,80.0,153.67,1,欠拧,45
E0862,M16,8.8,0,-10,180.0,135.01,1,欠拧,77
E0863,M20,10.9,1,20,320.0,135.93,1,欠拧,94
E0864,M24,12.9,2,50,520.0,180.44,1,欠拧,83
E0865,M12,8.8,0,-10,80.0,187.77,1,欠拧,40
E0866,M16,10.9,1,20,180.0,114.28,1,欠拧,79
E0867,M20,12.9,2,50,320.0,173.64,1,欠拧,63
E0868,M24,8.8,0,-10,520.0,122.05,1,欠拧,136
E0869,M12,10.9,1,20,80.0,131.72,1,欠拧,55
E0870,M16,12.9,2,50,180.0,140.19,1,欠拧,66
E0871,M20,8.8,0,-10,320.0,124.98,1,欠拧,126
E0872,M24,10.9,1,20,520.0,111.12,1,欠拧,137
E0873,M12,12.9,2,50,80.0,183.93,1,欠拧,37
E0874,M16,8.8,0,-10,180.0,112.63,1,欠拧,92
E0875,M20,10.9,1,20,320.0,151.53,1,欠拧,83
E0876,M24,12.9,2,50,520.0,147.73,1,欠拧,95
E0877,M12,8.8,0,-10,80.0,121.79,1,欠拧,64
E0878,M16,10.9,1,20,180.0,161.21,1,欠拧,55
E0879,M20,12.9,2,50,320.0,173.47,1,欠拧,66
E0880,M24,8.8,0,-10,520.0,142.26,1,欠拧,123
E0881,M12,10.9,1,20,80.0,120.74,1,欠拧,55
E0882,M16,12.9,2,50,180.0,170.13,1,欠拧,56
E0883,M20,8.8,0,-10,320.0,118.73,1,欠拧,116
E0884,M24,10.9,1,20,520.0,121.72,1,欠拧,139
E0885,M12,12.9,2,50,80.0,168.9,1,欠拧,40
E0886,M16,8.8,0,-10,180.0,129.11,1,欠拧,87
E0887,M20,10.9,1,20,320.0,171.84,1,欠拧,72
E0888,M24,12.9,2,50,520.0,154.89,1,欠拧,95
E0889,M12,8.8,0,-10,80.0,190.08,1,欠拧,39
E0890,M16,10.9,1,20,180.0,177.52,1,欠拧,56
E0891,M20,12.9,2,50,320.0,149.56,1,欠拧,73
E0892,M24,8.8,0,-10,520.0,188.89,1,欠拧,96
E0893,M12,10.9,1,20,80.0,187.04,1,欠拧,37
E0894,M16,12.9,2,50,180.0,145.99,1,欠拧,67
E0895,M20,8.8,0,-10,320.0,174.62,1,欠拧,74
E0896,M24,10.9,1,20,520.0,172.74,1,欠拧,85
E0897,M12,12.9,2,50,80.0,112.83,1,欠拧,58
E0898,M16,8.8,0,-10,180.0,164.68,1,欠拧,66
E0899,M20,10.9,1,20,320.0,161.4,1,欠拧,71
